name,country,lat,lon,population,elev_m,pga_475_g,seismic,vs30,precip,wtd,dw_km,pgv,grace_trend_cm_yr,grace_se,grace_p,dTWS_cm_total,P_liq_base,P_liq_new,dP_liq,dwtd_m,wtd_new,LSE_base,LSE_new,pop_x_dP
Yangpu,CN,31.26193,121.51904,1210800,9,0.0545040442712518,True,238.46218872070312,1039.0,5.684341886080803e-14,1.4397563704997285,5.45040442712518,0.3939,0.0532,0.0,8.63,0.2960850909603779,0.29608509096037827,3.885780586188048e-16,-0.863,0.0,3.3841778380526044,3.3841778380526217,4.704903133756488e-10
Callao,PE,-12.05162,-77.13452,1300000,5,0.5972655999999986,True,283.4322509765625,22.0,5.684341886080803e-14,2.6418648431257825,59.72655999999986,0.0638,0.0308,0.03925,1.4,0.23242824210874458,0.23242824210874496,3.885780586188048e-16,-0.13999999999999999,0.0,1.3482948843808003,1.3482948843808085,5.051514762044462e-10
Taguig,PH,14.5243,121.0792,1308085,5,0.3682486999999998,True,215.34266662597656,2273.0,5.684341886080803e-14,10.262590930682526,36.82486999999998,0.3033,0.0415,0.0,6.65,0.2355606880829783,0.2355606880829787,3.885780586188048e-16,-0.665,0.0,1.41429890234449,1.4142989023444983,5.082931298083793e-10
Semarang,ID,-6.99306,110.42083,1653524,18,0.1518648833245408,True,372.357421875,2204.0,5.684341886080803e-14,3.687673874702902,15.18648833245408,0.2623,0.0606,2e-05,5.75,0.22966748066705722,0.22966748066705758,3.608224830031759e-16,-0.575,0.0,1.2924369157430968,1.2924369157431037,5.966286353853434e-10
Anqing,CN,30.51365,117.04723,804493,19,0.0734550466256087,True,327.2950439453125,1499.0,5.684341886080803e-14,2.890169741685439,7.34550466256087,0.185,0.0929,0.04753,4.06,0.19421839173042857,0.1942183917304289,3.3306690738754696e-16,-0.40599999999999997,0.0,0.7399283662978626,0.7399283662978667,2.679499955249298e-10
Padang,ID,-0.94924,100.35427,909040,6,0.4070697,True,252.6883544921875,3392.0,5.684341886080803e-14,3.10603770717609,40.70697,0.0159,0.0264,0.54776,0.35,0.6512807931448363,0.6512807931448367,3.3306690738754696e-16,-0.034999999999999996,0.0,40.0058120459093,40.00581204590934,3.027711414915757e-10
Osaka,JP,34.69379,135.50107,2753862,4,0.3697804212391887,True,260.20001220703125,1381.0,5.684341886080803e-14,8.060177663586122,36.97804212391887,0.1955,0.0272,0.0,4.29,0.172397564419732,0.1723975644197323,3.0531133177191805e-16,-0.429,0.0,0.5188213215149557,0.5188213215149584,8.407852747360778e-10
Yichang,CN,30.71444,111.28472,1350150,63,0.0836621915854064,True,546.5783081054688,1100.0,5.684341886080803e-14,1.7291175805312542,8.36621915854064,0.3707,0.0639,0.0,8.13,0.0878438109842943,0.08784381098429443,1.3877787807814457e-16,-0.8130000000000001,0.0,0.1234316651304501,0.12343166513045045,1.873709520872069e-10
Aden,YE,12.77957,45.03852,1079670,7,0.1397681999999957,True,423.1080017089844,55.0,5.684341886080803e-14,2.570549106771659,13.97681999999957,0.0018,0.0164,0.91477,0.04,0.08198295545705829,0.08198295545705842,1.249000902703301e-16,-0.004,0.0,0.11144226732447973,0.11144226732447994,1.348508804621673e-10
Wanzhou,CN,30.76451,108.39586,1545900,205,0.0686881409288709,True,555.062255859375,1287.0,5.684341886080803e-14,2.542458612805788,6.86881409288709,0.5813,0.0584,0.0,12.74,0.07574663445698164,0.07574663445698177,1.249000902703301e-16,-1.274,0.0,0.09993225289197612,0.09993225289197637,1.9308304954890332e-10
Bhopal,IN,23.25469,77.40289,1798218,523,0.0656964099919073,True,396.8281555175781,1160.0,5.684341886080803e-14,5.806972527642484,6.569640999190731,0.5946,0.1465,7e-05,13.03,0.06836741619474151,0.06836741619474163,1.1102230246251565e-16,-1.303,0.0,0.0878066756784575,0.08780667567845768,1.9964230268953997e-10
Kakamega,KE,0.28422,34.75229,1867579,1563,0.0544357799794899,True,375.9353332519531,1896.0,20.080872816052533,163.28163872308917,5.44357799794899,2.4168,0.1139,0.0,52.97,5.229399026762879e-16,6.238167457913913e-16,1.008768431151034e-16,-5.296999999999999,14.783872816052535,0.026094204591306066,0.026094204591306118,1.8839547378806167e-10
Saitama,JP,35.90807,139.65657,1324854,16,0.5603807087562043,True,200.3999938964844,1376.0,5.684341886080803e-14,21.692457016899937,56.03807087562043,0.5728,0.0424,0.0,12.55,0.02338951054362959,0.023389510543629633,4.163336342344337e-17,-1.255,0.0,0.039624829920339964,0.03962482992034,5.515812806500264e-11
Qujing,CN,25.48333,103.78333,1408500,1887,0.1917821182272825,True,601.1237182617188,981.0,5.684341886080803e-14,11.376667567385027,19.17821182272825,0.2456,0.0824,0.00317,5.38,0.01349855968589292,0.013498559685892945,2.42861286636753e-17,-0.5379999999999999,0.0,0.033217679609765446,0.03321767960976547,3.420701222278666e-11
Kampung Baru Subang,MY,3.15,101.53333,833571,27,0.0515035017817863,True,263.61822509765625,2331.0,5.684341886080803e-14,20.40473050758888,5.150350178178631,0.2356,0.0554,3e-05,5.16,0.01373505158462972,0.013735051584629744,2.42861286636753e-17,-0.516,0.0,0.03335822390466512,0.033358223904665134,2.0244212556308483e-11
Jieyang,CN,23.5418,116.36581,1899394,7,0.0664599161984411,True,244.671630859375,1557.0,5.684341886080803e-14,21.10861264207552,6.645991619844111,0.364,0.0602,0.0,7.98,0.009864262612354041,0.009864262612354058,1.734723475976807e-17,-0.798,0.0,0.031129926405126178,0.03112992640512619,3.2949233619294915e-11
Changzhou,CN,31.77359,119.95401,3290918,9,0.055045040004099,True,230.5048370361328,1047.0,5.684341886080803e-14,20.263042692707568,5.5045040004099,0.1735,0.0563,0.00232,3.8,0.009381465847721338,0.009381465847721353,1.5612511283791264e-17,-0.37999999999999995,0.0,0.0308625104523685,0.0308625104523685,5.137949440903178e-11
Shiyan,CN,32.6475,110.77806,3460000,247,0.0575011800151797,True,298.7441101074219,954.0,5.684341886080803e-14,18.2416409761922,5.750118001517969,0.1976,0.0508,0.00013,4.33,0.008346935387935921,0.008346935387935935,1.3877787807814457e-17,-0.43299999999999994,0.0,0.030297107379413178,0.030297107379413192,4.801714581503802e-11
Bogor,ID,-6.59444,106.78917,1127408,245,0.3060344748976977,True,319.47705078125,3580.0,5.684341886080803e-14,51.29852903280589,30.60344748976977,0.2383,0.0456,0.0,5.22,6.021644137780506e-05,6.021644137780516e-05,1.0164395367051604e-19,-0.5219999999999999,0.0,0.026122357881491098,0.026122357881491098,1.1459420651976915e-13
Yixing,CN,31.36059,119.82016,1285785,8,0.0784322184296391,True,235.5490875244141,1086.0,5.684341886080803e-14,67.90125332253342,7.84322184296391,0.1735,0.0563,0.00232,3.8,5.879361412226328e-07,5.879361412226339e-07,1.0587911840678754e-21,-0.37999999999999995,0.0,0.026094479326990324,0.026094479326990324,1.3613778226067132e-15
Yantai,CN,37.47649,121.44081,2227733,22,0.06942275,True,887.8772583007812,698.0,21.515220874341992,2.638846042441408,6.942275,-0.1369,0.0789,0.08403,-3.0,0.0,0.0,0.0,0.3,21.815220874341993,0.026094204591305827,0.026094204591305827,0.0
Bazhong,CN,31.8694,106.74432,2712894,393,0.0669995699998099,True,864.8499755859375,1049.0,101.89974822613874,72.91542454912583,6.69995699998099,0.4536,0.0504,0.0,9.94,0.0,0.0,0.0,-0.9939999999999999,100.90574822613874,0.026094204591305827,0.026094204591305827,0.0
Seongnam-si,KR,37.43861,127.13778,914832,80,0.1251497073317258,True,841.6481323242188,1314.0,0.8697642481117214,8.27514052387191,12.514970733172582,-0.066,0.039,0.09208,-1.45,0.0,0.0,0.0,0.145,1.0147642481117214,0.026094204591305827,0.026094204591305827,0.0
Kobe,JP,34.6913,135.183,1525152,35,0.3464501999999914,True,775.5,1449.0,0.4119935912108303,1.8435619871600344,34.645019999999136,0.1955,0.0272,0.0,4.29,0.0,0.0,0.0,-0.429,0.0,0.026094204591305827,0.026094204591305827,0.0
Xiamen,CN,24.47979,118.08187,4617251,12,0.0827425507996686,True,700.76904296875,1093.0,0.0152590218967247,0.2851776679329127,8.27425507996686,0.2531,0.0601,4e-05,5.55,0.0,0.0,0.0,-0.5549999999999999,0.0,0.026094204591305827,0.026094204591305827,0.0
Bukavu,CD,-2.49077,28.84281,816811,1631,0.2586775108511142,True,696.26416015625,1436.0,11.581597619592628,2.505964048618972,25.86775108511142,1.203,0.0889,0.0,26.37,0.0,0.0,0.0,-2.6369999999999996,8.944597619592628,0.026094204591305827,0.026094204591305827,0.0
Guiyang,CN,26.58333,106.71667,3037159,1087,0.0515039400000423,True,713.9971313476562,1113.0,25.3757534142062,49.840495897988895,5.15039400000423,0.5561,0.0644,0.0,12.19,0.0,0.0,0.0,-1.2189999999999999,24.1567534142062,0.026094204591305827,0.026094204591305827,0.0
Guang’an,CN,30.47413,106.63696,858159,244,0.0617389367804756,True,900.0,1144.0,11.383230334935549,36.57955758059786,6.17389367804756,0.6836,0.0583,0.0,14.98,0.0,0.0,0.0,-1.498,9.88523033493555,0.026094204591305827,0.026094204591305827,0.0
Wanxian,CN,30.81601,108.37407,859662,232,0.06553053,True,879.706298828125,1287.0,143.40428778515297,3.5505628796640183,6.553053,0.5813,0.0584,0.0,12.74,0.0,0.0,0.0,-1.274,142.13028778515297,0.026094204591305827,0.026094204591305827,0.0
Weihai,CN,37.50914,122.11356,844310,14,0.11579407809397,True,900.0,708.0,2.792401007095464,2.1526573331981536,11.579407809397,-0.1369,0.0789,0.08403,-3.0,0.0,0.0,0.0,0.3,3.092401007095464,0.026094204591305827,0.026094204591305827,0.0
Benxi,CN,41.28861,123.765,987717,212,0.0821459299999999,True,656.154541015625,802.0,21.637293049515563,93.11246825330252,8.21459299999999,-0.2171,0.0678,0.00157,-4.76,0.0,0.0,0.0,0.4759999999999999,22.113293049515562,0.026094204591305827,0.026094204591305827,0.0
Zunyi,CN,27.68667,106.90722,2037775,867,0.0692180620677416,True,900.0,1068.0,26.214999618524477,37.40682924827924,6.92180620677416,0.6357,0.0602,0.0,13.93,0.0,0.0,0.0,-1.393,24.821999618524476,0.026094204591305827,0.026094204591305827,0.0
Longyan,CN,25.07485,117.01775,1025087,318,0.071305121177354,True,668.2405395507812,1501.0,5.684341886080803e-14,3.988065928335818,7.1305121177354005,0.0853,0.0913,0.35072,1.87,0.0,0.0,0.0,-0.187,0.0,0.026094204591305827,0.026094204591305827,0.0
La Paz,BO,-16.5,-68.15,2004652,3782,0.2280680000698181,True,826.513671875,547.0,33.09681849393456,83.35432659603939,22.80680000698181,-0.181,0.0571,0.00174,-3.97,0.0,0.0,0.0,0.39699999999999996,33.49381849393456,0.026094204591305827,0.026094204591305827,0.0
Montréal,CA,45.50884,-73.58781,1762949,216,0.1345321564491395,True,900.0,1007.0,45.10566872663463,3.906986263742583,13.453215644913948,0.2524,0.0604,4e-05,5.53,0.0,0.0,0.0,-0.5529999999999999,44.552668726634636,0.026094204591305827,0.026094204591305827,0.0
Quetta,PK,30.18414,67.00141,1565546,1683,0.2636647003322439,True,349.1476745605469,226.0,31.494621194781416,285.74772380420507,26.366470033224388,-0.436,0.0409,0.0,-9.56,3.3659313823889644e-27,3.260465283047091e-27,-1.0546609934187318e-28,0.956,32.45062119478142,0.026094204591305827,0.026094204591305827,-1.651120299602722e-22
Isfahan,IR,32.65246,51.67462,1547164,1578,0.2009237,True,216.2838592529297,142.0,14.38925764858476,288.6280739341316,20.092370000000003,-0.4334,0.0578,0.0,-9.5,7.199655343828144e-27,6.975459167198997e-27,-2.241961766291464e-28,0.95,15.33925764858476,0.026094204591305827,0.026094204591305827,-3.4686825341825664e-22
Ürümqi,CN,43.80096,87.60046,3029372,862,0.2520546002296858,True,329.3302307128906,223.0,0.7171740291447577,218.11113452115293,25.20546002296858,-1.7629,0.0589,0.0,-38.64,1.1145676948944192e-20,9.799981570766742e-21,-1.3456953781774498e-21,3.864,4.581174029144758,0.026094204591305827,0.026094204591305827,-4.076611899180177e-15
Qom,IR,34.6401,50.8764,900000,935,0.2228387004565928,True,246.07989501953125,213.0,8.85023270008395,190.1913582029917,22.28387004565928,-0.7897,0.0611,0.0,-17.31,4.390951382792978e-18,4.1450034441585785e-18,-2.459479386343993e-19,1.7309999999999997,10.58123270008395,0.026094204591305827,0.026094204591305827,-2.2135314477095937e-13
Wuwei,CN,37.92672,102.63202,1010295,1542,0.2731125054061775,True,334.6279296875,187.0,18.58548867017629,170.31982168581172,27.31125054061775,-0.0846,0.0209,7e-05,-1.85,1.1009459670289659e-16,1.0941844379832406e-16,-6.761529045725249e-19,0.18500000000000003,18.770488670176288,0.02609420459130588,0.02609420459130588,-6.83113898725099e-13
Lilongwe,MW,-13.96692,33.78725,1115815,1056,0.1319032000000003,True,288.5593566894531,883.0,4.1962310215915295,163.50372875700162,13.19032000000003,-0.0982,0.1512,0.51649,-2.15,1.0943603801378827e-15,1.0865532877833942e-15,-7.807092354488447e-18,0.21499999999999997,4.411231021591529,0.02609420459130634,0.02609420459130634,-8.711270755523526e-12
Shiraz,IR,29.61031,52.53113,1249942,1545,0.2974346085091356,True,284.4859619140625,191.0,2.166781109330941,167.06127136375858,29.74346085091356,-1.1013,0.0656,0.0,-24.14,5.229078713933866e-16,4.82518419135456e-16,-4.038945225793059e-17,2.4139999999999997,4.580781109330941,0.026094204591306066,0.02609420459130605,-5.048447273418227e-11
Jodhpur,IN,26.26841,73.00594,1056191,237,0.0838126802212359,True,333.015625,417.0,18.60074769207296,163.01573723634954,8.38126802212359,-1.8935,0.1072,0.0,-41.5,3.8000499463390326e-16,3.309573107141371e-16,-4.904768391976617e-17,4.1499999999999995,22.75074769207296,0.026094204591306003,0.02609420459130598,-5.1803722326901754e-11
Shijiazhuang,CN,38.04139,114.47861,3938513,77,0.118746899999866,True,221.09710693359372,511.0,7.202258335240742,168.2098827174035,11.8746899999866,-2.005,0.1233,0.0,-43.94,4.955505700614727e-16,4.280967439104607e-16,-6.7453826151012e-17,4.393999999999999,11.59625833524074,0.02609420459130606,0.026094204591306024,-2.6566777119550074e-10
Sanaa,YE,15.35452,44.20646,1937451,2253,0.0526933723888093,True,264.03765869140625,251.0,6.607156481269556,143.50906134517945,5.26933723888093,-0.0897,0.0233,0.00015,-1.97,3.804881199448267e-14,3.7800024909206896e-14,-2.4878708527577195e-16,0.19699999999999998,6.804156481269556,0.026094204591323607,0.026094204591323486,-4.820127871546296e-10
Konya,TR,37.87135,32.48464,1433861,1030,0.1308908002953623,True,228.1295166015625,471.0,5.8136873426413445,151.85653315660343,13.089080029536229,-1.0971,0.1015,0.0,-24.05,1.421027522389235e-14,1.3116602710621316e-14,-1.0936725132710337e-15,2.4050000000000002,8.218687342641346,0.026094204591312464,0.02609420459131195,-1.5681743635513175e-09
Bishkek,KG,42.87,74.59,900000,767,0.2286191,True,446.03271484375,421.0,6.240939955748843,141.11167410704277,22.86191,-0.3982,0.0417,0.0,-8.73,4.126370568394902e-14,4.008140121420306e-14,-1.1823044697459595e-15,0.873,7.113939955748843,0.026094204591325103,0.026094204591324555,-1.0640740227713635e-09
Gorakhpur,IN,29.44768,75.67206,1324570,218,0.1145384535457551,True,226.06674194335935,428.0,34.1954680704967,134.67239888467972,11.453845354575511,-7.5836,0.1456,0.0,-166.21,1.791220170045359e-13,1.0298547232154617e-13,-7.613654468298972e-14,16.621,50.8164680704967,0.026094204591389527,0.026094204591353958,-1.0084818299074769e-07
Teni,IN,10.01115,77.47772,1034724,300,0.0889033836992875,True,238.12823486328125,1077.0,0.3509575036240449,119.18791036897882,8.89033836992875,-0.1088,0.086,0.20697,-2.39,1.5713325216523356e-11,1.5588763905661772e-11,-1.245613108615842e-13,0.239,0.5899575036240449,0.02609420459864844,0.026094204598590236,-1.2888657781994185e-07
Sulaymaniyah,IQ,35.56496,45.4329,878146,847,0.2492028713214842,True,525.6239624023438,768.0,3.555352101930282,120.1914653154235,24.92028713214842,-1.0467,0.1165,0.0,-22.94,3.0047582591419828e-12,2.7837722114990045e-12,-2.2098604764297832e-13,2.294,5.8493521019302825,0.026094204592709905,0.026094204592606637,-1.9405801379349085e-07
Mashhad,IR,36.29807,59.60567,2307177,980,0.2156777999852094,True,260.73651123046875,279.0,14.023041123064049,110.84740925217056,21.56777999852094,-0.3425,0.0323,0.0,-7.51,4.056263369416008e-11,3.9560810343839864e-11,-1.0018233503202132e-12,0.751,14.774041123064048,0.026094204610260168,0.026094204609792036,-2.3113837919217385e-06
Shymkent,KZ,42.30988,69.60042,1200000,520,0.1657323680398688,True,309.73211669921875,486.0,0.0762951094835102,108.02027800594988,16.57323680398688,-0.3917,0.0533,0.0,-8.59,8.491563493643454e-11,8.25210599964952e-11,-2.3945749399393354e-12,0.859,0.9352951094835102,0.0260942046309857,0.026094204629866752,-2.8734899279272026e-06
Changchun,CN,43.88,125.32278,4714996,206,0.0634228002268415,True,344.11676025390625,591.0,0.0457770656901175,89.42604805737493,6.34228002268415,-0.0229,0.0389,0.55692,-0.5,2.4307989623123874e-09,2.4267550495415625e-09,-4.043912770824852e-12,0.049999999999999996,0.09577706569011749,0.02609420572718388,0.026094205725294212,-1.9067032538788093e-05
Marrakesh,MA,31.63416,-7.99994,995871,457,0.1452008,True,279.8376770019531,272.0,34.6227206836042,98.7940385848495,14.520079999999998,-0.3969,0.036,0.0,-8.7,1.851377660124858e-10,1.7985108970601975e-10,-5.286676306466057e-12,0.8699999999999999,35.4927206836042,0.02609420467781809,0.026094204675347704,-5.264847619996659e-06
Tehran,IR,35.69439,51.42151,7153309,1178,0.4330289000001777,True,369.8034057617188,240.0,1.2359807736324342,106.9502179461994,43.30289000001777,-2.0725,0.0835,0.0,-45.42,8.740793514792776e-11,7.513883004721532e-11,-1.2269105100712439e-11,4.542,5.777980773632434,0.026094204632150318,0.026094204626417136,-8.77646999388722e-05
Madurai,IN,9.919,78.11953,1465625,139,0.0518413650634364,True,229.16986083984372,879.0,12.314030670634054,96.29667618826151,5.18413650634364,-0.2324,0.1032,0.02523,-5.09,9.385351897581616e-10,9.227613583619272e-10,-1.5773831396234386e-11,0.509,12.823030670634054,0.02609420502987007,0.026094205022499182,-2.311852164010602e-05
Hermosillo,MX,29.08874,-110.96677,812229,202,0.070163362633263,True,294.76593017578125,304.0,23.025864042114904,90.54734758483518,7.0163362633263,-0.2426,0.026,0.0,-5.32,1.0704711143308709e-09,1.0516740683583193e-09,-1.8797045972551553e-11,0.532,23.557864042114904,0.026094205091521865,0.02609420508273827,-1.5267505853239574e-05
Karaj,IR,35.83266,50.99155,1448075,1341,0.3347232003058362,True,458.1684265136719,278.0,6.713969634546459,100.93446446943916,33.47232003058362,-2.0725,0.0835,0.0,-45.42,1.556156393289929e-10,1.3377248938043482e-10,-2.1843149948558072e-11,4.542,11.255969634546458,0.026094204664022815,0.026094204653815824,-3.163051936175823e-05
Ordos,CN,39.6086,109.78157,1940653,1310,0.0849750370641149,True,324.4867553710937,358.0,14.969100480659222,96.54588073187392,8.49750370641149,-1.3267,0.0574,0.0,-29.08,3.7277357178635927e-10,3.3836824653127564e-10,-3.440532525508363e-11,2.908,17.877100480659223,0.026094204765497654,0.026094204749420532,-6.67687976722538e-05
Baoding,CN,38.87288,115.46246,2739887,15,0.1072925044906819,True,201.0353240966797,507.0,10.040436408026268,97.73415394827522,10.72925044906819,-0.7242,0.049,0.0,-15.87,1.0100572790042162e-09,9.580646118003633e-10,-5.1992667203852886e-11,1.5869999999999997,11.627436408026268,0.026094205063291336,0.0260942050389959,-0.00014245403296716288
Shangqiu,CN,34.4143,115.65613,1859723,52,0.0612330999999998,True,205.05328369140625,718.0,0.4730296787976158,100.64752208277586,6.12330999999998,-1.1119,0.1071,0.0,-24.37,6.831902174909475e-10,6.299378878206442e-10,-5.325232967030332e-11,2.437,2.9100296787976156,0.026094204910550967,0.026094204885666907,-9.90345822914455e-05
Nanyang,CN,33.00524,112.54659,1811812,126,0.066139472892516,True,212.85964965820312,879.0,0.3509575036240449,82.15549548699089,6.6139472892516,-0.0381,0.0564,0.50051,-0.83,3.189647612198668e-08,3.1808439173142614e-08,-8.803694884406296e-11,0.08299999999999999,0.43395750362404484,0.02609421949608284,0.02609421945494439,-0.0001595064003590594
Lu’an,CN,31.73561,116.51688,1644344,81,0.0953109421185819,True,297.3522033691406,1112.0,16.632333867399154,78.25982684319419,9.531094211858193,-0.0538,0.0504,0.28625,-1.18,2.7865287737726122e-08,2.7756008720221603e-08,-1.0927901750451897e-10,0.118,16.750333867399153,0.02609421761236445,0.026094217561299888,-0.00017969229675945074
Zaozhuang,CN,34.86472,117.55417,899753,79,0.0514844965701924,True,253.9835968017578,717.0,7.904173342488775,89.10527496928707,5.14844965701924,-0.5554,0.0688,0.0,-12.17,3.5730803496813373e-09,3.431172251057128e-09,-1.4190809862420942e-10,1.2169999999999999,9.121173342488776,0.02609420626095587,0.026094206194644205,-0.0001276822374614283
Córdoba,AR,-31.40648,-64.18853,2106734,378,0.0992516499400665,True,346.3520812988281,815.0,0.0152590218967247,82.129533711114,9.92516499400665,-0.2089,0.063,0.00105,-4.58,1.4100887189073153e-08,1.3887460585431204e-08,-2.1342660364194917e-10,0.45799999999999996,0.47325902189672464,0.026094211180452086,0.026094211080720815,-0.00044963308239701815
Suqian,CN,33.94917,118.29583,1437685,23,0.0827449899982909,True,279.94952392578125,754.0,5.844205386434737,82.64939249859692,8.27449899982909,-0.2478,0.0425,0.0,-5.43,1.4294183051919223e-08,1.4038039824043852e-08,-2.561432278753713e-10,0.5429999999999999,6.387205386434737,0.026094211270776536,0.02609421115108439,-0.0003682532765680032
Kirkuk,IQ,35.46806,44.39222,1031000,346,0.1908058061616414,True,370.6116027832031,357.0,3.006027313649213,87.89915362368748,19.080580616164134,-1.1691,0.1189,0.0,-25.62,3.327875631510059e-09,3.055733164446925e-09,-2.72142467063134e-10,2.562,5.568027313649212,0.026094206146375157,0.026094206019206815,-0.0002805788835420912
Aleppo,SY,36.20124,37.16117,2098210,401,0.1731152907777781,True,324.3851013183594,354.0,22.247653925383418,80.944667912458,17.31152907777781,-0.6729,0.0753,0.0,-14.75,9.128865539091079e-09,8.69131221649584e-09,-4.3755332259523937e-10,1.4749999999999999,23.72265392538342,0.02609420885709611,0.02609420865263359,-0.0009180787570025572
Hefei,CN,31.86389,117.28083,5050000,24,0.0983821445081414,True,230.1564483642578,1091.0,3.082322423132723,75.70061622519975,9.83821445081414,-0.0883,0.037,0.01784,-1.93,1.2088091499001342e-07,1.2010651668654643e-07,-7.74398303466989e-10,0.19299999999999998,3.275322423132723,0.02609426107731059,0.026094260715444434,-0.003910711432508295
Bannu,PK,32.98527,70.60403,1357890,379,0.2527685959281018,True,283.909912109375,330.0,15.640497444113862,77.0479338800971,25.27685959281018,-0.371,0.0521,0.0,-8.13,3.663172151428041e-08,3.565329874698119e-08,-9.784227672992207e-10,0.8130000000000001,16.45349744411386,0.026094221708797483,0.02609422125159405,-0.0013285904914879388
Suzhou,CN,33.63611,116.97889,1647642,34,0.0637811998549458,True,210.9528961181641,710.0,8.6366063935302,79.85345813219351,6.378119985494581,-0.5656,0.0673,0.0,-12.4,3.562895113755546e-08,3.418772094844958e-08,-1.4412301891058825e-09,1.24,9.876606393530201,0.026094221240216747,0.02609422056674982,-0.0023746313912387943
Xingtai,CN,37.06217,114.49272,798770,71,0.1481206,True,230.07064819335935,551.0,5.004959182116465,86.12211140604973,14.81206,-2.005,0.1233,0.0,-43.94,1.1422123878863439e-08,9.867356318607904e-09,-1.554767560255535e-09,4.393999999999999,9.398959182116464,0.026094209928703538,0.026094209202182483,-0.0012419016841053137
Kathmandu,NP,27.70169,85.3206,1442271,1296,0.4388813174745403,True,313.22491455078125,1779.0,1.3122758831159445,88.13437950287968,43.888131747454025,-1.8147,0.143,0.0,-39.77,1.3201392371402538e-08,1.1563900367258107e-08,-1.637492004144431e-09,3.9770000000000003,5.289275883115945,0.02609421076013075,0.026094209994953703,-0.0023617072303093924
Eskişehir,TR,39.77667,30.52056,921630,794,0.2589663756735736,True,255.27093505859372,428.0,0.8545052262150534,81.96021192692872,25.89663756735736,-0.899,0.0915,0.0,-19.7,2.8483904913031635e-08,2.6675303896031672e-08,-1.8086010169999629e-09,1.9699999999999998,2.824505226215053,0.026094217901435665,0.026094217056301536,-0.0016668609552976759
Tegucigalpa,HN,14.0818,-87.20681,850848,944,0.3124423751018672,True,325.9839172363281,1136.0,5.684341886080803e-14,74.75589263081783,31.24423751018672,-0.2014,0.0899,0.026,-4.42,1.2573197869027839e-07,1.2389493275441532e-07,-1.8370459358630622e-09,0.44199999999999995,0.4420000000000568,0.026094263344149094,0.02609426248572158,-0.0015630468604372148
Hohhot,CN,40.81056,111.65222,2350000,1051,0.1767671363819321,True,238.4240264892578,284.0,3.204394598306294,77.35917199553887,17.67671363819321,-0.6359,0.03,0.0,-13.94,6.290806186603757e-08,6.005459876858434e-08,-2.853463097453223e-09,1.394,4.598394598306294,0.026094233987371037,0.026094232653986586,-0.006705638279015074
Jaipur,IN,26.91962,75.78781,3046163,435,0.0645149268963529,True,382.1997375488281,612.0,11.810482948043044,78.01301884391924,6.451492689635289,-3.5958,0.1485,0.0,-78.81,1.424538485827013e-08,1.095718809525558e-08,-3.288196763014549e-09,7.881,19.691482948043046,0.026094211247973818,0.02609420971144557,-0.010016383316214687
Almaty,KZ,43.25249,76.9115,1977011,783,0.3968644310264769,True,454.9982604980469,517.0,5.684341886080803e-14,73.56998639267314,39.68644310264769,-0.8367,0.0509,0.0,-18.34,6.55831151062378e-08,6.169766433641531e-08,-3.885450769822495e-09,1.834,1.834000000000057,0.02609423523738705,0.026094233421768746,-0.0076815789118975415
Dhanbad,IN,23.79759,86.42992,1196214,247,0.1588235880529,True,401.5318908691406,1171.0,16.006713969634575,69.05409564434167,15.88235880529,-0.4382,0.1634,0.00787,-9.6,1.297263327667773e-07,1.256448282365979e-07,-4.081504530179412e-09,0.96,16.966713969634576,0.026094265210658565,0.02609426330342483,-0.004882352860064035
León de los Aldama,MX,21.12183,-101.68253,1579803,1803,0.0725108399999994,True,298.2978515625,606.0,4.27252613107504,73.25153582460912,7.251083999999939,-1.0766,0.1131,0.0,-23.6,8.11754619308019e-08,7.504027839628482e-08,-6.135183534517081e-09,2.36,6.632526131075039,0.026094242523479978,0.026094239656591394,-0.00969238135338069
Homs,SY,34.72405,36.72559,775404,508,0.2051711999995663,True,286.3260498046875,383.0,3.616388189517068,68.52741857313096,20.51711999995663,-0.4053,0.0498,0.0,-8.88,2.971263683660909e-07,2.8846885918307535e-07,-8.65750918301554e-09,0.888,4.504388189517068,0.026094343434626424,0.026094339389073688,-0.006713067250546981
Santiago,CL,-33.45694,-70.64827,4837295,556,0.4173637999999916,True,307.89996337890625,451.0,2.395666437781358,67.17842696066505,41.736379999999166,-0.2991,0.0568,0.0,-6.55,4.6708529778133715e-07,4.570077739418613e-07,-1.0077523839475835e-08,0.655,3.0506664377813584,0.026094422854570812,0.02609441814544775,-0.04874795568107726
Sanhe,CN,39.98049,117.06887,965075,24,0.1181934999923526,True,218.5737762451172,541.0,12.481879911497684,68.0306212679399,11.81934999923526,-0.4242,0.0489,0.0,-9.3,3.7244578235370537e-07,3.610882859514037e-07,-1.1357496402301673e-08,0.93,13.411879911497683,0.026094378630533353,0.026094373323301237,-0.010960835840451287
Kabul,AF,34.52813,69.17233,4434550,1798,0.3410787,True,372.2310180664063,347.0,2.441443503471476,62.74509247334692,34.10787,-0.4067,0.0653,0.0,-8.91,7.119544339759629e-07,6.9114084649941e-07,-2.081358747655294e-08,0.8909999999999999,3.332443503471476,0.02609453727965355,0.02609452755363733,-0.09229889434414784
